display_name,pdl_name,type
"Paoli, Colorado","paoli, colorado, united states",city
"Rinard, Iowa","rinard, iowa, united states",city
"East Springfield, Ohio","east springfield, ohio, united states",city
"Gilgo, New York","gilgo, new york, united states",city
"Warfield, Virginia","warfield, virginia, united states",city
"Shamrock Colony, South Dakota","shamrock colony, south dakota, united states",city
"Hunter, Kansas","hunter, kansas, united states",city
"Carmet, California","carmet, california, united states",city
"Neville, Ohio","neville, ohio, united states",city
"Estelline, Texas","estelline, texas, united states",city
"Revere, Minnesota","revere, minnesota, united states",city
"Peru, Pennsylvania","peru, pennsylvania, united states",city
"San Antonio, New Mexico","san antonio, new mexico, united states",city
"Benedict, Kansas","benedict, kansas, united states",city
"Windmill, New Mexico","windmill, new mexico, united states",city
"Dunning, Nebraska","dunning, nebraska, united states",city
"Baker, Oklahoma","baker, oklahoma, united states",city
"Duffield, Virginia","duffield, virginia, united states",city
"Slater, Wyoming","slater, wyoming, united states",city
"New Market, Missouri","new market, missouri, united states",city
"Ihlen, Minnesota","ihlen, minnesota, united states",city
"Nodaway, Iowa","nodaway, iowa, united states",city
"Etta, Oklahoma","etta, oklahoma, united states",city
"High Bridge, Kentucky","high bridge, kentucky, united states",city
"Cornwall, Connecticut","cornwall, connecticut, united states",city
"Lake Aluma, Oklahoma","lake aluma, oklahoma, united states",city
"Caberfae, Michigan","caberfae, michigan, united states",city
"Farmer, South Dakota","farmer, south dakota, united states",city
"Egypt, Arkansas","egypt, arkansas, united states",city
"Scotland, Indiana","scotland, indiana, united states",city
"Yarrowsburg, Maryland","yarrowsburg, maryland, united states",city
"Ponderosa, California","ponderosa, california, united states",city
"Lock Springs, Missouri","lock springs, missouri, united states",city
"Cow Creek, South Dakota","cow creek, south dakota, united states",city
"Stuttgart, Kansas","stuttgart, kansas, united states",city
"Bragg City, Missouri","bragg city, missouri, united states",city
"Opal, Wyoming","opal, wyoming, united states",city
"Iantha, Missouri","iantha, missouri, united states",city
"Goodridge, Minnesota","goodridge, minnesota, united states",city
"Dover Hill, Indiana","dover hill, indiana, united states",city
"Genola, Minnesota","genola, minnesota, united states",city
"West Middletown, Pennsylvania","west middletown, pennsylvania, united states",city
"Holloway, Minnesota","holloway, minnesota, united states",city
"Adeline, Illinois","adeline, illinois, united states",city
"Jones Mills, Arkansas","jones mills, arkansas, united states",city
"Como, North Carolina","como, north carolina, united states",city
"Rio en Medio, New Mexico","rio en medio, new mexico, united states",city
"Rome, Ohio","rome, ohio, united states",city
"Lorenzo, Illinois","lorenzo, illinois, united states",city
"Frisbee, Missouri","frisbee, missouri, united states",city
"Government Camp, Oregon","government camp, oregon, united states",city
"Taswell, Indiana","taswell, indiana, united states",city
"Eagle Village, Alaska","eagle village, alaska, united states",city
"Oyehut, Washington","oyehut, washington, united states",city
"Fox, Montana","fox, montana, united states",city
"Churchville, Virginia","churchville, virginia, united states",city
"Whale Pass, Alaska","whale pass, alaska, united states",city
"Sweet Grass, Montana","sweet grass, montana, united states",city
"Meckling, South Dakota","meckling, south dakota, united states",city
"Curryville, Pennsylvania","curryville, pennsylvania, united states",city
"Glen Haven, Wisconsin","glen haven, wisconsin, united states",city
"Magnet, Nebraska","magnet, nebraska, united states",city
"Georgetown, Minnesota","georgetown, minnesota, united states",city
"Ireland, Indiana","ireland, indiana, united states",city
"Seeley, New Jersey","seeley, new jersey, united states",city
"Clark Colony, South Dakota","clark colony, south dakota, united states",city
"Fluvanna, Texas","fluvanna, texas, united states",city
"Malaga, New Mexico","malaga, new mexico, united states",city
"Kleindale, Arizona","kleindale, arizona, united states",city
"Osco, Illinois","osco, illinois, united states",city
"Morrison, Missouri","morrison, missouri, united states",city
"Graham, Alabama","graham, alabama, united states",city
"Erin Springs, Oklahoma","erin springs, oklahoma, united states",city
"Kim, Colorado","kim, colorado, united states",city
"Kendrick, Oklahoma","kendrick, oklahoma, united states",city
"Fort Ripley, Minnesota","fort ripley, minnesota, united states",city
"Jardine, Montana","jardine, montana, united states",city
"Eagle Rock, Missouri","eagle rock, missouri, united states",city
"Rhodes, Montana","rhodes, montana, united states",city
"Learned, Mississippi","learned, mississippi, united states",city
"Tuttle, North Dakota","tuttle, north dakota, united states",city
"Lake Mary Ronan, Montana","lake mary ronan, montana, united states",city
"Keenes, Illinois","keenes, illinois, united states",city
"Bellfountain, Oregon","bellfountain, oregon, united states",city
"Tobias, Nebraska","tobias, nebraska, united states",city
"Chalkhill, Pennsylvania","chalkhill, pennsylvania, united states",city
"Yuma, Tennessee","yuma, tennessee, united states",city
"Hartman, Colorado","hartman, colorado, united states",city
"Zortman, Montana","zortman, montana, united states",city
"Lamoille, Nevada","lamoille, nevada, united states",city
"Blocher, Indiana","blocher, indiana, united states",city
"Cotton Town, Pennsylvania","cotton town, pennsylvania, united states",city
"Parkline, Idaho","parkline, idaho, united states",city
"Greenbackville, Virginia","greenbackville, virginia, united states",city
"Ozan, Arkansas","ozan, arkansas, united states",city
"McKittrick, California","mckittrick, california, united states",city
"Magnolia Beach, Texas","magnolia beach, texas, united states",city
"Plano, Iowa","plano, iowa, united states",city
"Big Flat, Arkansas","big flat, arkansas, united states",city
"Odin, Kansas","odin, kansas, united states",city
"Waumandee, Wisconsin","waumandee, wisconsin, united states",city
"Lasana, Texas","lasana, texas, united states",city
"Casselman, Pennsylvania","casselman, pennsylvania, united states",city
"Ben Arnold, Texas","ben arnold, texas, united states",city
"Ronneby, Minnesota","ronneby, minnesota, united states",city
"Landess, Indiana","landess, indiana, united states",city
"Alderpoint, California","alderpoint, california, united states",city
"Narka, Kansas","narka, kansas, united states",city
"Otway, Ohio","otway, ohio, united states",city
"Athol, Kansas","athol, kansas, united states",city
"Cucumber, West Virginia","cucumber, west virginia, united states",city
"Clontarf, Minnesota","clontarf, minnesota, united states",city
"Butte, North Dakota","butte, north dakota, united states",city
"Kemps Mill, Maryland","kemps mill, maryland, united states",city
"Sun River, Montana","sun river, montana, united states",city
"Sequoia Crest, California","sequoia crest, california, united states",city
"Warm Springs, Arkansas","warm springs, arkansas, united states",city
"Hayesville, Iowa","hayesville, iowa, united states",city
"Watson, Missouri","watson, missouri, united states",city
"Ortley, South Dakota","ortley, south dakota, united states",city
"Ravanna, Missouri","ravanna, missouri, united states",city
"Fair Oaks, Arkansas","fair oaks, arkansas, united states",city
"Frystown, Pennsylvania","frystown, pennsylvania, united states",city
"Kent, Minnesota","kent, minnesota, united states",city
"Devon, Kansas","devon, kansas, united states",city
"Scarville, Iowa","scarville, iowa, united states",city
"Skedee, Oklahoma","skedee, oklahoma, united states",city
"Chinese Camp, California","chinese camp, california, united states",city
"Rodriguez Camp, California","rodriguez camp, california, united states",city
"Bismarck, Arkansas","bismarck, arkansas, united states",city
"Goodwin, Arkansas","goodwin, arkansas, united states",city
"Beyerville, Arizona","beyerville, arizona, united states",city
"Mercer, Tennessee","mercer, tennessee, united states",city
"Sentinel Butte, North Dakota","sentinel butte, north dakota, united states",city
"Sleetmute, Alaska","sleetmute, alaska, united states",city
"Loco Hills, New Mexico","loco hills, new mexico, united states",city
"Little Browning, Montana","little browning, montana, united states",city
"Literberry, Illinois","literberry, illinois, united states",city
"Beaver, Iowa","beaver, iowa, united states",city
"Funkley, Minnesota","funkley, minnesota, united states",city
"Annada, Missouri","annada, missouri, united states",city
"Antelope, Oregon","antelope, oregon, united states",city
"Brimson, Missouri","brimson, missouri, united states",city
"Minturn, Arkansas","minturn, arkansas, united states",city
"Washington, Virginia","washington, virginia, united states",city
"Abie, Nebraska","abie, nebraska, united states",city
"Brentwood Colony, South Dakota","brentwood colony, south dakota, united states",city
"Arco, Minnesota","arco, minnesota, united states",city
"Cobbtown, Florida","cobbtown, florida, united states",city
"Quesada, Texas","quesada, texas, united states",city
"De Witt, Missouri","de witt, missouri, united states",city
"Paskenta, California","paskenta, california, united states",city
"Villa del Sol, Texas","villa del sol, texas, united states",city
"Govan, South Carolina","govan, south carolina, united states",city
"Keddie, California","keddie, california, united states",city
"Sunset Colony, South Dakota","sunset colony, south dakota, united states",city
"Turtle Lake, Montana","turtle lake, montana, united states",city
"Clinchport, Virginia","clinchport, virginia, united states",city
"Stonewall Gap, Colorado","stonewall gap, colorado, united states",city
"Aldrich, Missouri","aldrich, missouri, united states",city
"Pekin, North Dakota","pekin, north dakota, united states",city
"Mount Leonard, Missouri","mount leonard, missouri, united states",city
"Hubbell, Nebraska","hubbell, nebraska, united states",city
"Fontanelle, Nebraska","fontanelle, nebraska, united states",city
"Crystal Downs Country Club, Michigan","crystal downs country club, michigan, united states",city
"Zinc, Arkansas","zinc, arkansas, united states",city
"C-Road, California","c-road, california, united states",city
"Rockport, Washington","rockport, washington, united states",city
"Allendale, Missouri","allendale, missouri, united states",city
"Patmos, Arkansas","patmos, arkansas, united states",city
"La Loma de Falcon, Texas","la loma de falcon, texas, united states",city
"Wann, Nebraska","wann, nebraska, united states",city
"Tintah, Minnesota","tintah, minnesota, united states",city
"Fullerton, North Dakota","fullerton, north dakota, united states",city
"Irwin, Illinois","irwin, illinois, united states",city
"Vida, Montana","vida, montana, united states",city
"Hot Springs Landing, New Mexico","hot springs landing, new mexico, united states",city
"Blairstown, Missouri","blairstown, missouri, united states",city
"Amagon, Arkansas","amagon, arkansas, united states",city
